ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5151635,Source1,2,2022-03-20 13:09:00,2022-03-20 14:26:12,34.413643,-119.866427,34.412721000000005,-119.866442,0.064,Incident on CAMINO CORTO near HOUSE 884 Drive with caution., Camino Corto,Goleta,Santa Barbara,CA,93117-4332,US,US/Pacific,KSBA,2022-03-20 12:53:00,70.0,70.0,38.0,29.99,10.0,WSW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2295151,Source2,3,2019-02-18 23:48:19,2019-02-19 00:18:02,37.731544,-122.423851,,,0.0,Left lane blocked due to accident on I-280 Southbound at Alemany Blvd.,I-280 S,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-02-18 23:56:00,44.1,,55.0,30.22,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7234244,Source1,2,2020-01-22 13:23:30,2020-01-22 14:35:51,34.03685,-118.37921,34.03685,-118.37921,0.0,At La Cienega Blvd - Accident.,I-10 E,Los Angeles,Los Angeles,CA,90034,US,US/Pacific,KSMO,2020-01-22 13:51:00,60.0,60.0,67.0,29.93,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-6368940,Source1,2,2021-01-22 17:10:58,2021-01-22 18:10:58,43.341321,-123.331803,43.33271,-123.338175,0.6759999999999999,A crash has occurred causing no to minimum delays. Use caution.,Rogers Rd,Sutherlin,Douglas,OR,97479,US,US/Pacific,KRBG,2021-01-22 16:53:00,45.0,43.0,68.0,29.4,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6465944,Source1,2,2021-01-23 00:57:00,2021-01-23 03:19:36,38.222798,-122.262436,38.223078,-122.258686,0.204,DEVLIN AT AIRPORT ACROSS 462. B21-005B 1097 - 1182 ONLY, Airport Blvd,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2021-01-23 00:54:00,47.0,45.0,83.0,29.87,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7139723,Source1,2,2020-03-26 19:24:00,2020-03-26 20:17:46,32.727482,-117.112724,32.727482,-117.112724,0.0,At CA-94 - Accident.,CA-15 S,San Diego,San Diego,CA,92105,US,US/Pacific,KSAN,2020-03-26 19:51:00,57.0,57.0,64.0,30.01,10.0,WNW,10.0,0.04,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4054806,Source1,2,2022-06-12 21:28:00,2022-06-12 21:59:30,40.854224,-73.96600000000002,40.84947800000001,-73.941796,1.307,Slow traffic on US-1 N - Trans-Manhattan Expy E - I-95 N - US-9 N from Toll Plaza (George Washington Bridge (Upper Level)/I-95) to Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) due to accident.,I-95 N,Fort Lee,Bergen,NJ,07024,US,US/Eastern,KTEB,2022-06-12 21:51:00,70.0,70.0,81.0,29.9,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1377025,Source2,3,2020-07-04 15:36:12,2020-07-04 16:54:12,40.437271,-75.424599,,,0.0,Left lane blocked due to accident on I-476 Southbound at Exit 44 PA-663 John Fries Hwy.,I-476 N,Quakertown,Bucks,PA,18951,US,US/Eastern,KUKT,2020-07-04 15:35:00,88.0,88.0,46.0,29.37,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5768514,Source1,2,2021-07-04 08:42:00,2021-07-04 12:46:52,39.908405,-121.335029,39.914071,-121.327245,0.569,Incident on CA-70 EB near HOUSE 460 Drive with caution., State Highway 70,Belden,Plumas,CA,95915,US,US/Pacific,KCIC,2021-07-04 08:47:00,73.0,73.0,50.0,29.68,40.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7777050,Source1,2,2019-08-22 05:24:30,2019-08-22 06:53:30,40.611141,-111.90616,40.60312,-111.904638,0.56,At UT-209/9000/Exit 295 - Accident. Right lane closed.,I-15 S,Midvale,Salt Lake,UT,84047,US,US/Mountain,KU42,2019-08-22 04:54:00,75.0,75.0,24.0,25.52,10.0,SE,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1906959,Source2,2,2019-09-10 22:42:12,2019-09-10 23:44:01,47.6017,-122.31678,,,0.0,Accident on 12th Ave at Yesler Way.,12th Ave S,Seattle,King,WA,98144,US,US/Pacific,KBFI,2019-09-10 22:53:00,63.0,63.0,72.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Night,Night
A-68728,Source2,3,2016-11-02 12:56:00,2016-11-02 13:30:00,34.017136,-118.173462,,,0.01,Right hand shoulder blocked due to accident on I-710 Northbound at Exits 18A 18B I-5.,Long Beach Fwy S,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-11-02 12:47:00,75.0,,37.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1218834,Source2,2,2020-12-22 08:18:57,2020-12-22 09:17:46,34.554409,-83.055283,,,0.0,Accident on Little Choestoea Rd at Autumn Way.,Autumn Way,Westminster,Oconee,SC,29693-5837,US,US/Eastern,KCEU,2020-12-22 07:54:00,45.0,43.0,48.0,29.13,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4108070,Source1,2,2022-11-04 08:04:00.000000000,2022-11-04 09:25:36.000000000,33.265469,-117.432709,33.27025,-117.439175,0.499,Incident on I-5 NB near ALISO CREEK REST AREA Drive with caution.,I-5,Camp Pendleton Marine Corps Base,San Diego,CA,92055,US,US/Pacific,KNFG,2022-11-04 07:52:00,39.0,39.0,86.0,30.19,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
A-1990274,Source2,2,2019-07-26 15:45:08,2019-07-26 19:59:20,40.100647,-106.875877,,,0.0,Accident on CO-131 both ways at CR-6.,Highway 131,Toponas,Routt,CO,80479,US,US/Mountain,K20V,2019-07-26 15:48:00,73.0,73.0,36.0,23.1,10.0,SSW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-903393,Source2,2,2021-09-13 07:01:54,2021-09-13 07:31:38,35.433331,-97.583344,,,0.0,Accident on Portland Ave near Newcastle Rd.,Newcastle Rd,Oklahoma City,Oklahoma,OK,73119-1455,US,US/Central,KOKC,2021-09-13 06:52:00,61.0,61.0,83.0,28.69,10.0,S,8.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Day,Day,Day
A-5457720,Source1,2,2022-09-07 07:10:20,2022-09-07 08:51:29,35.752071,-78.694938,35.754666,-78.71418,1.094,Incident on I-40 WB near HOUSE 29681 Drive with caution.,I-40 W,Raleigh,Wake,NC,27603,US,US/Eastern,KRDU,2022-09-07 06:51:00,72.0,72.0,91.0,29.51,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-414088,Source2,2,2017-04-14 05:29:56,2017-04-14 05:59:18,33.390941999999995,-82.07198299999997,,,0.0,Accident on Woodlake Rd at Crosscreek Rd.,Woodlake Rd,Hephzibah,Richmond,GA,30815-6676,US,US/Eastern,KAGS,2017-04-14 05:53:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6613877,Source1,4,2020-12-21 06:38:00,2020-12-21 12:40:50,37.682318,-76.433252,37.680794,-76.43519599999998,0.15,On VA-222 in the County of Lancaster in the vicinity of Gaskins Rd; Rt. 709E/W (Lancaster County) near Norris Drive motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed., Weems Rd,Weems,Lancaster,VA,22576-2523,US,US/Eastern,KFYJ,2020-12-21 06:35:00,38.0,38.0,99.0,29.91,0.75,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6091312,Source1,2,2021-08-19 15:44:08,2021-08-19 17:03:45,25.514558,-80.398924,25.514477,-80.40435,0.338,Incident on SW 272ND ST near HOUSE 12829 Drive with caution., SW 272nd St,Homestead,Miami-Dade,FL,33032-7805,US,US/Eastern,KHST,2021-08-19 15:56:00,90.0,90.0,64.0,30.02,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6341694,Source1,2,2021-01-31 17:56:00,2021-01-31 20:20:40,33.853737,-117.914746,33.853687,-117.911536,0.184,EB 91 ON LEMON OFR,CA-91 E,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,2021-01-31 17:53:00,64.0,64.0,46.0,29.98,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3733758,Source1,2,2022-08-20 16:08:18,2022-08-20 16:33:28,28.560299,-81.207035,28.566724,-81.207546,0.445,Slow traffic on N Alafaya Trail from FL-408/East West Expy (N Alafaya Trl/FL-434) to FL-50/E Colonial Dr (N Alafaya Trl/FL-434) due to accident., N Alafaya Trl,Orlando,Orange,FL,32828,US,US/Eastern,KORL,2022-08-20 16:08:00,96.0,96.0,47.0,29.95,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2495835,Source2,2,2018-10-03 05:54:28,2018-10-03 06:24:10,32.691208,-96.85218,,,0.0,Accident on TX-12 Loop Ledbetter Dr at Rugged Dr.,Mark Trail Way,Dallas,Dallas,TX,75233,US,US/Central,KRBD,2018-10-03 05:53:00,73.0,,93.0,29.97,10.0,South,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-4739678,Source1,2,2022-03-16 12:24:00,2022-03-16 13:50:30,39.013905,-77.055133,39.019559,-77.10412099999998,2.659,Stationary traffic on I-495 W from MD-97/Georgia Ave/Exit 31 (Capital Beltway/I-495) to I-270/Exit 35 (Capital Beltway/I-495) due to accident.,Capital Beltway W,Silver Spring,Montgomery,MD,20910,US,US/Eastern,KCGS,2022-03-16 12:19:00,69.0,69.0,24.0,30.15,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2375023,Source2,3,2018-12-03 16:24:19,2018-12-03 17:24:05,42.45930900000001,-71.746223,,,0.0,Accident on I-190 Eastbound at Exit 6 MA-12 Leominster Rd.,I-190 S,Sterling,Worcester,MA,01564,US,US/Eastern,KFIT,2018-12-03 16:52:00,46.0,43.9,56.0,29.57,10.0,Variable,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4226042,Source1,2,2022-06-22 13:01:00,2022-06-22 14:17:39,38.352323,-75.076004,38.352524,-75.07687800000002,0.049,Incident on 23RD ST SB near PHILADELPHIA AVE Drive with caution., N Baltimore Ave,Ocean City,Worcester,MD,21842,US,US/Eastern,KOXB,2022-06-22 13:36:00,73.0,73.0,79.0,29.94,10.0,SE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3418674,Source1,2,2016-04-01 14:29:33,2016-04-01 20:29:33,34.11672,-117.82395,34.12083,-117.83563999999998,0.726,Ramp to CA-57/Exit 45 - Accident.,CA-57 N,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,2016-04-01 14:47:00,73.4,,36.0,30.1,10.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7679507,Source1,2,2017-09-06 14:53:25,2017-09-06 20:53:25,28.2577,-81.33154999999998,28.273334,-81.334877,1.099,Between US-192/US-441/Exit 242 and US-192/US-441/Exit 244 - Accident. Hard shoulder blocked.,Florida's Tpke,Kissimmee,Osceola,FL,34744,US,US/Eastern,KISM,2017-09-06 14:56:00,79.0,,84.0,29.95,10.0,Calm,,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6749608,Source1,2,2020-11-11 21:54:20,2020-11-12 00:08:09,41.41179,-73.451268,41.392734,-73.478081,1.914,Stationary traffic on I-84 W - US-202 W - US-7 S - US-6 W from US-7/US-202 (I-84/US-6) to I-84/US-7 (US-202/Lake Avenue Ext/US-6) due to accident.,I-84 W,Danbury,Fairfield,CT,06810,US,US/Eastern,KDXR,2020-11-11 21:53:00,65.0,65.0,97.0,29.42,10.0,CALM,0.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-630926,Source2,1,2022-05-02 04:59:20,2022-05-02 05:28:41,28.49621,-81.428772,,,0.0,Crash on Millenia Plaza Way near Millenia Blvd.,Millenia Plaza Way,Orlando,Orange,FL,32839-2434,US,US/Eastern,KORL,2022-05-02 04:53:00,71.0,71.0,84.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2477753,Source2,3,2018-11-25 18:40:36,2018-11-25 19:09:34,39.934677,-74.965767,,,0.0,Right and center lane blocked due to accident on I-295 Northbound at Exits 36A 36B NJ-73.,I-295 N,Mount Laurel,Burlington,NJ,08054,US,US/Eastern,KVAY,2018-11-25 18:54:00,46.9,,83.0,29.95,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-811372,Source2,2,2021-11-19 14:22:27,2021-11-19 14:52:18,37.300735,-121.858322,,,0.0,Accident on Old Tully Rd at CA-82 Monterey Rd.,Old Tully Rd,San Jose,Santa Clara,CA,95111,US,US/Pacific,KRHV,2021-11-19 14:50:00,64.0,64.0,73.0,29.94,10.0,NW,9.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6119215,Source1,2,2021-04-21 06:03:00,2021-04-21 13:36:00,28.416174,-80.706707,28.410693,-80.70622900000002,0.38,Stationary traffic on FL-3 from N Tropical Trl (N Courtenay Pkwy/FL-3) to FL-528/FL-A1A (N Courtenay Pkwy/FL-3) due to accident., N Courtenay Pkwy,Merritt Island,Brevard,FL,32953,US,US/Eastern,KXMR,2021-04-21 05:56:00,70.0,70.0,94.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6002448,Source1,2,2021-05-26 17:48:41,2021-05-26 20:06:50,43.201737,-112.361342,43.174992,-112.384454,2.184,Incident on I-15 SB near EXIT 93 Expect long delays.,US-26 W,Blackfoot,Bingham,ID,83221,US,US/Mountain,KPIH,2021-05-26 17:53:00,66.0,66.0,32.0,25.6,10.0,SW,14.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2771148,Source2,3,2018-06-19 09:58:00,2018-06-19 10:43:00,45.577225,-122.678535,,,0.0,Restrictions due to accident on I-5 Southbound at Exits 305A 305B US-30 Byp Lombard St.,I-5 N,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2018-06-19 09:53:00,66.9,,73.0,30.07,10.0,WSW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6081281,Source1,2,2021-06-14 10:37:00.000000,2021-06-14 11:58:09.000000,41.800945,-80.954387,41.802776,-80.954841,0.129,Incident on CHESTNUT ST near N MAIN ST Drive with caution., Chestnut St,Geneva,Ashtabula,OH,44041-1455,US,US/Eastern,KHZY,2021-06-14 10:42:00,60.0,60.0,90.0,28.94,2.0,N,7.0,0.04,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2532836,Source2,2,2018-10-21 13:30:11,2018-10-21 14:14:50,42.383549,-83.480659,,,0.0,Left hand shoulder blocked due to accident on M-14 Eastbound after Exit 20 Sheldon Rd.,N Sheldon Rd,Plymouth,Wayne,MI,48170,US,US/Eastern,KYIP,2018-10-21 13:53:00,43.0,37.7,56.0,30.28,10.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2246732,Source2,3,2019-03-29 22:39:53,2019-03-29 23:25:13,29.439362,-98.506447,,,0.0,Lane blocked and shoulder blocked due to accident on I-10 Eastbound at Frio St.,W Poplar St,San Antonio,Bexar,TX,78207-1835,US,US/Central,KSKF,2019-03-29 22:56:00,67.5,,77.0,29.88,10.0,SE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2733558,Source2,3,2018-05-31 16:45:02,2018-05-31 17:29:43,35.017105,-85.179085,,,0.0,Shoulder blocked due to accident on I-75 Southbound at Exits 3A 3B TN-320 Brainerd Rd.,I-75 S,Chattanooga,Hamilton,TN,37421,US,US/Eastern,KCHA,2018-05-31 16:53:00,78.1,,68.0,29.93,10.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6322408,Source1,2,2021-03-16 18:04:00,2021-03-17 21:27:46,32.489272,-93.791489,32.489272,-93.792953,0.085,Incident on STONEWALL ST near MERTIS AVE Expect long delays., Stonewall St,Shreveport,Caddo,LA,71109-2506,US,US/Central,KSHV,2021-03-16 17:53:00,78.0,78.0,64.0,29.57,10.0,SE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1887219,Source2,2,2019-09-01 21:18:58,2019-09-01 21:48:41,32.97821,-96.755478,,,0.0,Accident on Coit Rd at Campbell Rd.,W Campbell Rd,Richardson,Dallas,TX,75080-3023,US,US/Central,KADS,2019-09-01 20:50:00,88.0,88.0,46.0,29.3,10.0,E,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2850242,Source2,3,2018-05-27 09:08:25,2018-05-27 09:37:58,38.645245,-121.386063,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound at Exits 94A 94B Watt Ave.,I-80 W,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2018-05-27 09:10:00,64.4,,68.0,29.98,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3125470,Source2,2,2017-12-13 07:02:44,2017-12-13 07:32:37,35.790394,-78.739777,,,0.0,Accident on NC-54 Chapel Hill Rd both ways at Corporate Center Dr.,Chapel Hill Rd,Raleigh,Wake,NC,27607,US,US/Eastern,KRDU,2017-12-13 06:51:00,21.9,17.2,63.0,29.97,10.0,West,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-6239983,Source1,2,2021-12-27 07:48:00,2021-12-27 09:16:14,42.841798,-73.67556400000002,42.862303,-73.677911,1.422,NYSDOT TMC - Albany: Crash on US 4 northbound Lower Newtown Rd (Halfmoon) to Upper Newtown Rd (Halfmoon) All lanes closed, Lower New Town Rd,Waterford,Saratoga,NY,12188-1220,US,US/Eastern,KALB,2021-12-27 07:51:00,28.0,21.0,72.0,29.85,10.0,WNW,7.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-6493850,Source1,2,2021-01-30 19:15:00,2021-01-30 22:25:13,33.612363,-117.257511,33.612351000000004,-117.25741,0.006,PAPA G PIZZA PLOT 34830 MONTE VISTA. [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1179-Trfc Collision-1141 Enrt, Monte Vista Dr,Wildomar,Riverside,CA,92595,US,US/Pacific,KF70,2021-01-30 19:15:00,52.0,52.0,54.0,28.72,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4000605,Source1,2,2023-01-24 12:46:26,2023-01-24 15:13:26,36.762388,-81.842405,36.755043,-81.865812,1.392,Incident on I-81 SB near MM 27 Drive with caution.,I-81 S,Meadowview,Washington,VA,24361,US,US/Eastern,KVJI,2023-01-24 12:55:00,40.0,40.0,49.0,28.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1147554,Source2,2,2021-02-18 18:36:11,2021-02-18 19:54:50,35.757381,-78.699852,,,0.0,Accident on Walnut Creek Pkwy at Gorman St.,Gorman St,Raleigh,Wake,NC,27606-4673,US,US/Eastern,KRDU,2021-02-18 18:51:00,35.0,28.0,92.0,29.7,8.0,NNE,9.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1884502,Source2,3,2019-09-27 19:14:07,2019-09-27 21:28:24,47.70739,-122.329704,,,0.0,HOV lane blocked due to accident on I-5 Southbound at Exit 173 Northgate Way.,I-5 N,Seattle,King,WA,98125,US,US/Pacific,KBFI,2019-09-27 18:53:00,54.0,54.0,62.0,29.8,10.0,NNW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6191801,Source1,2,2021-06-17 17:18:52,2021-06-17 19:26:18,35.145228,-80.927182,35.146572,-80.92547900000002,0.134,Stationary traffic on NC-49 from I-485 N to Altacrest Pl due to accident., S Tryon St,Charlotte,Mecklenburg,NC,28273-3318,US,US/Eastern,KCLT,2021-06-17 16:52:00,83.0,83.0,28.0,29.25,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3752839,Source1,2,2022-06-22 23:58:46.000000000,2022-06-23 01:20:21.000000000,39.937489,-74.20958399999998,39.934885,-74.20934799999998,0.18,NJ Turnpike Auth.: Crash on Garden State Parkway southbound South of Exit 80 - CR 530 (South Toms River) right lane blocked,Garden State Pkwy S,Toms River,Ocean,NJ,08757,US,US/Eastern,KMJX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3114859,Source2,2,2017-12-08 07:48:50,2017-12-08 08:18:23,43.252892,-77.671852,,,0.0,Accident on Bridgewood Dr at NY-18 Latta Rd.,Latta Rd,Rochester,Monroe,NY,14612-3729,US,US/Eastern,KROC,2017-12-08 07:54:00,27.0,18.0,85.0,30.01,9.0,WSW,9.2,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6440168,Source1,2,2021-02-03 04:26:00,2021-02-03 05:57:26,43.116992,-75.23384899999998,43.110262,-75.237319,0.4970000000000001,Incident on RT-12 SB near ORISKANY ST Expect long delays.,N South Arterial Hwy,Utica,Oneida,NY,13502,US,US/Eastern,KRME,2021-02-03 04:53:00,27.0,19.0,81.0,29.0,10.0,W,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7417651,Source1,2,2019-09-12 22:46:36,2019-09-13 02:46:36,43.32536500000001,-123.343419,43.325053,-123.343609,0.024,At Co Rd 115/Del Rio Rd/Exit 129 - Accident.,I-5 S,Sutherlin,Douglas,OR,97479,US,US/Pacific,KRBG,2019-09-12 22:53:00,64.0,64.0,67.0,29.59,10.0,NNE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6345045,Source1,2,2021-02-19 19:08:00,2021-02-19 21:03:08,30.398368,-87.277527,30.399782,-87.27739100000002,0.098,Incident on N NAVY BLVD near US-98 Expect delays.,W Highway 98,Pensacola,Escambia,FL,32507,US,US/Central,KNPA,2021-02-19 18:56:00,44.0,41.0,63.0,30.27,10.0,NNW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4293467,Source1,2,2023-01-17 16:42:00,2023-01-17 18:02:40,28.663412,-81.36570400000002,28.663441,-81.3658,0.006,Incident on SR-436 WB near MAITLAND AVE Expect long delays.,E Altamonte Dr,Altamonte Springs,Seminole,FL,32701,US,US/Eastern,KORL,2023-01-17 16:53:00,73.0,73.0,44.0,29.89,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2755094,Source2,2,2018-06-11 09:29:09,2018-06-11 10:28:57,47.613728,-122.33918,,,0.0,Accident on 5th Ave at Virginia St.,Virginia St,Seattle,King,WA,98101-1161,US,US/Pacific,KBFI,2018-06-11 09:53:00,54.0,,75.0,30.21,10.0,Calm,,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7213512,Source1,2,2020-01-07 12:58:00,2020-01-07 14:09:40,33.88998,-117.50985,33.88998,-117.50985,0.0,At Pierce St - Accident.,CA-91 E,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2020-01-07 12:56:00,75.0,75.0,16.0,29.48,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3573881,Source1,3,2017-02-23 16:46:44,2017-02-23 22:46:44,41.76918,-87.62604,41.76736,-87.626,0.126,At Marquette Rd/67th St/Exit 59B - Accident.,W 69th St,Chicago,Cook,IL,60621,US,US/Central,KMDW,2017-02-23 16:53:00,39.0,29.9,82.0,29.83,9.0,NE,17.3,0.02,Light Rain,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-2250556,Source2,3,2019-02-28 08:20:48,2019-02-28 08:50:35,30.676426,-88.127258,,,0.0,Right lane blocked due to accident on I-65 Northbound at Exit 3 CR-56 Airport Blvd.,I-65 N,Mobile,Mobile,AL,36608,US,US/Central,KMOB,2019-02-28 08:22:00,64.0,,100.0,30.07,3.0,Calm,,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5800101,Source1,2,2021-10-18 08:09:44,2021-10-18 10:18:54,42.98902800000001,-78.917836,42.995116,-78.930547,0.768,NYSTA - Statewide Ops.: crash left lane blocked on I-190 - Niagara Thruway northbound at After Exit N16 (I-190) - Youngmann Highway (I-290) starting 8:09 AM 10/18/2021 [CARS CAD-212910063],I-190 N,Tonawanda,Erie,NY,14150,US,US/Eastern,KBUF,2021-10-18 07:54:00,48.0,44.0,86.0,29.18,10.0,WNW,8.0,0.01,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3614215,Source1,3,2017-05-12 12:21:29,2017-05-12 18:21:29,40.71957,-74.23411999999998,40.70375,-74.24677,1.278,Between Lyons Ave/Exit 143 and I-78/Exit 142 - Accident.,Garden State Pkwy S,Irvington,Essex,NJ,07111,US,US/Eastern,KEWR,2017-05-12 12:51:00,60.1,,51.0,30.04,10.0,ESE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
